1,017;17660;-79;0;0;0
1,017;17620;39;0;0;0
1,018;17540;79;0;0;0
1,017;17520;20;0;0;0
1,017;17520;0;0;0;0
1,019;17500;20;0;0;0
1,016;17500;0;0;0;0
1,018;17500;0;0;0;0
1,018;17500;0;0;0;0
1,017;17500;0;0;0;0
1,018;17480;20;0;0;0
1,018;17480;0;0;0;0
1,017;17480;0;0;0;0
1,017;17460;20;0;0;0
1,018;17460;0;0;0;0
1,018;17460;0;0;0;0
1,017;17460;0;0;0;0
1,017;17460;0;0;0;0
1,018;17460;0;0;0;0
1,018;17460;0;0;0;0
1,016;17460;0;0;0;0
1,017;17460;0;0;0;0
1,018;17460;0;0;0;0
1,016;17460;0;0;0;0
1,019;17460;0;0;0;0
1,018;17460;0;0;0;0
1,017;17460;0;0;0;0
1,017;17460;0;0;0;0
1,017;17460;0;0;0;0
1,018;17460;0;0;0;0
1,018;17460;0;0;0;0
1,018;17460;0;0;0;0
1,017;17460;0;0;0;0
1,018;17560;-98;0;0;0
1,017;17580;-20;0;0;0
1,018;17580;0;0;0;0
1,017;17580;0;0;0;0
1,017;17580;0;0;0;0
1,019;17600;-20;0;0;0
1,016;17620;-20;0;0;0
1,017;17580;39;0;0;0
1,018;17520;59;0;0;0
1,018;17560;-39;0;0;0
1,017;17580;-20;0;0;0
1,017;17580;0;0;0;0
1,017;17580;0;0;0;0
1,019;17580;0;0;0;0
1,018;17560;20;0;0;0
1,018;17560;0;0;0;0
1,017;17580;-20;0;0;0
1,017;17580;0;0;0;0
1,018;17580;0;0;0;0
1,017;17580;0;0;0;0
1,018;17580;0;0;0;0
1,018;17580;0;0;0;0
1,018;17580;0;0;0;0
1,017;17580;0;0;0;0
1,018;17580;0;0;0;0
1,018;17580;0;0;0;0
1,018;17580;0;0;0;0
1,021;17580;0;0;0;0
1,014;17580;0;0;0;0
1,018;17580;0;0;0;0
1,017;17580;0;0;0;0
1,02;17580;0;0;0;0
1,015;17580;0;0;0;0
1,02;17580;0;0;0;0
1,016;17580;0;0;0;0
1,018;17580;0;0;0;0
1,019;17580;0;0;0;0
1,016;17580;0;0;0;0
1,018;17580;0;0;0;0
1,016;17580;0;0;0;0
1,019;17580;0;0;0;0
1,018;17580;0;0;0;0
1,016;17580;0;0;0;0
1,017;17580;0;0;0;0
1,017;17580;0;0;0;0
1,018;17580;0;0;0;0
1,017;17580;0;0;0;0
1,018;17580;0;0;0;0
1,017;17580;0;0;0;0
1,018;17540;39;0;0;0
1,017;17540;0;0;0;0
1,019;17540;0;0;0;0
1,017;17540;0;0;0;0
1,017;17540;0;0;0;0
1,018;17540;0;0;0;0
1,018;17540;0;0;0;0
1,017;17540;0;0;0;0
1,017;17540;0;0;0;0
1,018;17540;0;0;0;0
1,018;17540;0;0;0;0
1,017;17540;0;0;0;0
1,017;17540;0;0;0;0
1,018;17540;0;0;0;0
1,018;17540;0;0;0;0
1,017;17540;0;0;0;0
1,017;17540;0;0;0;0
1,018;17540;0;0;0;0
